Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,indicator,weight
Montmorency,11 Ryrie Ct,4.0,h,1375000.0,S,Morrison,2017-01-28 00:10:00,16.2,3094.0,4.0,2.0,2.0,953.9999999999999,Banyule City Council,-37.72087,145.12601,Eastern Metropolitan,3891.0,0,1.0
Montmorency,3/96 Para Rd,3.0,u,627500.0,S,Jellis,2017-01-28 00:10:00,16.2,3094.0,3.943031267333275,3.311118323519876,2.0,467.19999999999993,Banyule City Council,-37.79117716270178,144.8396657326473,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,2/31 Hoban Av,2.0,u,690000.0,S,Buckingham,2017-01-11 00:11:00,16.2,3094.0,3.3634536795218475,0.6604239714002226,2.0,484.0,Banyule City Council,-37.730561290260674,144.83567693511296,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,2/19 Calrossie Av,3.0,h,1210000.0,PI,Jellis,2017-01-28 00:10:00,16.2,3094.0,4.267540237760852,3.0859697791999294,2.0,804.2000000000002,Banyule City Council,-37.69838660593759,145.00637522466687,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,1/16 Calrossie Av,3.0,h,776500.0,S,Morrison,2017-01-28 00:10:00,16.2,3094.0,3.1369207820664355,1.765416330684674,2.0,444.20000000000005,Banyule City Council,-37.91107258019994,145.09182538668324,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,2/38 Station Rd,2.0,u,620000.0,S,Morrison,2017-01-16 00:09:00,16.2,3094.0,2.0,1.0,1.0,187.20000000000005,Banyule City Council,-37.71546,145.12,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,50 Adam Cr,4.0,h,885000.0,S,Buckingham,2018-01-24 00:02:00,16.2,3094.0,4.0,2.0,2.0,1098.0,Banyule City Council,-37.71817,145.13411000000002,Eastern Metropolitan,3891.0,0,0.9545454545454546
Montmorency,18 Orr La,3.0,h,841000.0,S,Stockdale,2017-01-14 00:10:00,16.2,3094.0,3.0,1.0,2.0,475.99999999999994,Banyule City Council,-37.72764,145.12672,Eastern Metropolitan,3891.0,0,1.0
Montmorency,207 Rattray Rd,3.0,h,960000.0,PI,Fletchers,2017-01-01 00:07:00,16.2,3094.0,3.0,1.0,1.0,1285.0,Banyule City Council,-37.716,145.13452,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,349 Main Rd,3.0,h,655000.0,S,Ray,2017-01-01 00:07:00,16.2,3094.0,3.0,2.0,3.0,382.0,Banyule City Council,-37.72857,145.12728,Eastern Metropolitan,3891.0,0,1.0
Montmorency,11 Luisa Ct,5.0,h,1180000.0,S,Jellis,2018-01-24 00:02:00,16.2,3094.0,5.0,3.0,2.0,1126.0,Banyule City Council,-37.71617,145.12878,Eastern Metropolitan,3891.0,0,1.0
Montmorency,119 Rattray Rd,3.0,h,931500.0,S,Jellis,2018-01-24 00:02:00,16.2,3094.0,3.0,1.0,1.0,883.0,Banyule City Council,-37.72014,145.1279,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,1/2 Grand Bvd,3.0,u,490000.0,SP,Buckingham,2017-01-14 00:10:00,16.2,3094.0,2.8946779356210195,3.4325181800298714,2.0,585.1999999999999,Banyule City Council,-37.916613478757945,145.0544150555631,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,1/70 Sackville St,3.0,h,620000.0,PI,Jellis,2018-01-03 00:03:00,16.2,3094.0,3.4829748787029082,3.325784158680505,2.0,467.19999999999993,Banyule City Council,-37.84253010659778,145.0350348067786,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,8 Grand Bvd,3.0,h,881100.0,SP,Buckingham,2017-01-12 00:08:00,16.2,3094.0,3.0,2.0,4.0,786.0,Banyule City Council,-37.72532,145.12488000000002,Eastern Metropolitan,3891.0,1,0.9545454545454546
Montmorency,4 Station Rd,3.0,h,790000.0,PI,Jellis,2017-01-11 00:11:00,16.2,3094.0,3.0,1.0,2.0,444.20000000000005,Banyule City Council,-37.7137,145.1159,Eastern Metropolitan,3891.0,1,0.8636363636363636
Montmorency,2/45 Para Rd,2.0,u,505000.0,S,Buckingham,2018-01-24 00:02:00,16.2,3094.0,2.9290310933565857,2.8356088952864744,2.0,509.4,Banyule City Council,-37.83060341890004,144.86463979346613,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,12 Aanensen Ct,3.0,h,1130000.0,S,Barry,2017-01-27 00:05:00,16.2,3094.0,3.0,2.0,2.0,842.0,Banyule City Council,-37.72096,145.12948,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,21 Beattie St,3.0,h,806000.0,S,Barry,2017-01-27 00:05:00,16.2,3094.0,3.0,1.0,0.0,396.0,Banyule City Council,-37.71665,145.11682,Eastern Metropolitan,3891.0,0,0.9545454545454546
Montmorency,84 Sackville St,3.0,h,907000.0,S,Jellis,2018-01-06 00:01:00,16.2,3094.0,3.0,2.0,3.0,554.1999999999999,Banyule City Council,-37.72903,145.13225,Eastern Metropolitan,3891.0,1,0.8636363636363636
Montmorency,30 Astley St,4.0,h,1050000.0,S,Buckingham,2017-01-27 00:05:00,16.2,3094.0,4.0,2.0,1.0,973.0,Banyule City Council,-37.72082,145.12027,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,35 Astley St,3.0,h,900000.0,S,Barry,2017-01-27 00:05:00,16.2,3094.0,3.0,1.0,1.0,575.0,Banyule City Council,-37.72089,145.11987,Eastern Metropolitan,3891.0,0,1.0
Montmorency,52 Kirwana Gr,3.0,h,880000.0,SP,Flannagan,2018-01-06 00:01:00,16.2,3094.0,3.0,1.0,2.0,354.0,Banyule City Council,-37.72582,145.13458,Eastern Metropolitan,3891.0,1,0.8181818181818181
Montmorency,14 Kirwana Gr,4.0,h,1050000.0,PI,Barry,2017-01-19 00:08:00,16.2,3094.0,4.0,2.0,3.0,695.0,Banyule City Council,-37.7252,145.13148,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,19 Davey Rd,3.0,h,1160000.0,S,Ray,2017-01-27 00:05:00,16.2,3094.0,3.0,2.0,1.0,1125.0,Banyule City Council,-37.71541,145.11666,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,1/15 Mayona Rd,2.0,h,753000.0,S,Buckingham,2017-01-23 00:09:00,16.2,3094.0,1.5508695038077032,3.908106983403473,2.0,443.4,Banyule City Council,-37.80013654109528,144.95100343236635,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,50 Kirwana Gr,3.0,h,700000.0,PI,Barry,2017-01-27 00:05:00,16.2,3094.0,3.0,1.0,3.0,615.0,Banyule City Council,-37.72588,145.13443,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,38 Reichelt Av,3.0,h,835000.0,S,Ray,2017-01-26 00:08:00,16.2,3094.0,3.0,2.0,2.0,444.20000000000005,Banyule City Council,-37.7279,145.13308,Eastern Metropolitan,3891.0,1,0.8181818181818181
Montmorency,1/16 Starling St,3.0,h,760000.0,PI,Jellis,2017-01-21 00:10:00,16.2,3094.0,2.4261394423796694,2.7950339778758795,2.0,444.20000000000005,Banyule City Council,-38.00699849957185,145.06171413725423,Eastern Metropolitan,3891.0,1,0.5909090909090908
Montmorency,2/30 Kirwana Gr,3.0,h,910000.0,S,Barry,2017-01-21 00:10:00,16.2,3094.0,3.5903963887051527,4.15088015658152,2.0,354.0,Banyule City Council,-37.69260988719268,144.91498883154716,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,1A McCarthy Gr,5.0,h,850000.0,VB,Jellis,2018-01-17 00:02:00,16.2,3094.0,5.0,2.0,2.0,800.0,Banyule City Council,-37.72641,145.12511,Eastern Metropolitan,3891.0,0,1.0
Montmorency,1/37 Airlie Rd,3.0,t,755000.0,PI,Jellis,2017-01-21 00:10:00,16.2,3094.0,2.2001438537821247,2.0028804416759733,2.0,444.20000000000005,Banyule City Council,-37.87391303726258,145.0375981407686,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,1/30 Baldwin Av,3.0,u,745000.0,S,Jellis,2018-01-17 00:02:00,16.2,3094.0,1.798839602542366,4.977216691116558,2.0,413.59999999999997,Banyule City Council,-37.724789772384824,145.17640255812387,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,17 Virginia Ct,4.0,h,980000.0,S,Barry,2017-01-27 00:05:00,16.2,3094.0,4.0,3.0,2.0,701.0,Banyule City Council,-37.71871,145.13558999999998,Eastern Metropolitan,3891.0,0,1.0
Montmorency,2/59 Looker Rd,3.0,h,1490000.0,S,Jellis,2018-01-17 00:02:00,16.2,3094.0,1.4491435718492942,1.4790072212604526,2.0,804.2000000000002,Banyule City Council,-37.77569501259808,144.95147547266762,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,3/50 Airlie Rd,3.0,t,960000.0,S,Barry,2017-01-27 00:05:00,16.2,3094.0,3.0,2.0,2.0,397.0,Banyule City Council,-37.72331,145.11909,Eastern Metropolitan,3891.0,1,0.9545454545454546
Montmorency,2/50 Coventry St,3.0,h,756000.0,S,Fletchers,2017-01-19 00:08:00,16.2,3094.0,3.0,1.0,2.0,204.0,Banyule City Council,-37.72266,145.12171999999998,Eastern Metropolitan,3891.0,0,1.0
Montmorency,44 Cressy St,3.0,h,820000.0,PI,Morrison,2017-01-09 00:12:00,16.2,3094.0,3.0,2.0,2.0,444.20000000000005,Banyule City Council,-37.73033,145.13294,Eastern Metropolitan,3891.0,0,0.9090909090909091
Montmorency,146 Sherbourne Rd,3.0,h,755000.0,S,Buckingham,2017-01-24 00:06:00,16.2,3094.0,3.0,1.0,2.0,848.0,Banyule City Council,-37.71287,145.132,Eastern Metropolitan,3891.0,1,0.9090909090909091
Montmorency,6/24 Rattray Rd,3.0,t,691000.0,SP,Purplebricks,2017-01-25 00:11:00,16.2,3094.0,3.713521321540447,2.38563342857788,2.0,413.59999999999997,Banyule City Council,-37.89050368046853,144.99533179518784,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,2/15 Wattle Av,3.0,h,970000.0,S,Buckingham,2017-01-09 00:09:00,16.2,3094.0,3.0,2.0,2.0,551.1999999999999,Banyule City Council,-37.71359,145.1226,Eastern Metropolitan,3891.0,1,0.8181818181818181
Montmorency,43 Alexander St,3.0,h,910000.0,PI,Darren,2017-01-09 00:09:00,16.2,3094.0,3.0,1.0,2.0,354.0,Banyule City Council,-37.71978,145.11491999999998,Eastern Metropolitan,3891.0,0,0.9545454545454546
Montmorency,2/22 Looker Rd,3.0,t,820000.0,S,Buckingham,2017-01-15 00:07:00,16.2,3094.0,3.0,2.0,2.0,260.0,Banyule City Council,-37.72394,145.12456,Eastern Metropolitan,3891.0,0,1.0
Montmorency,4/435 Main Rd,3.0,u,569000.0,S,Nelson,2017-01-03 00:06:00,16.2,3094.0,3.0,1.0,2.0,280.0,Banyule City Council,-37.73103,145.13404,Eastern Metropolitan,3891.0,1,0.9545454545454546
Montmorency,40 Adam Cr,3.0,h,830000.0,PI,Barry,2017-01-03 00:06:00,16.2,3094.0,1.7433057174209705,3.3692919222863607,2.0,444.20000000000005,Banyule City Council,-37.72064784714636,144.9138285930939,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,39 Calrossie Av,3.0,h,925000.0,S,Morrison,2017-01-18 00:11:00,16.2,3094.0,0.6978943981620465,1.7165298399238735,2.0,354.0,Banyule City Council,-37.728608962927474,145.07978702819798,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,6 Wooded Wy,3.0,h,1301000.0,SP,Buckingham,2017-01-15 00:07:00,16.2,3094.0,3.0,2.0,2.0,636.0,Banyule City Council,-37.72198,145.12581,Eastern Metropolitan,3891.0,1,0.9545454545454546
Montmorency,48 Para Rd,5.0,h,850000.0,S,Barry,2017-01-07 00:10:00,16.2,3094.0,5.0,2.0,2.0,1007.0000000000001,Banyule City Council,-37.72196,145.1134,Eastern Metropolitan,3891.0,0,1.0
Montmorency,67 Kelvin Av,3.0,h,1100000.0,VB,Darren,2017-01-07 00:10:00,16.2,3094.0,3.0,1.0,2.0,1190.0,Banyule City Council,-37.71477,145.12135,Eastern Metropolitan,3891.0,1,0.8636363636363636
Montmorency,2/54 Kelvin Av,3.0,t,642000.0,SP,Darren,2017-01-03 00:06:00,16.2,3094.0,3.652850772669974,2.4292137502695317,2.0,413.59999999999997,Banyule City Council,-37.74041191854572,144.9056625853437,Eastern Metropolitan,3891.0,1,0.6363636363636364
Montmorency,20 Station Rd,3.0,h,941000.0,S,Jellis,2017-01-28 00:10:00,16.2,3094.0,3.0,2.0,2.0,432.99999999999994,Banyule City Council,-37.71498,145.11776,Eastern Metropolitan,3891.0,1,0.9090909090909091
Eltham North,4 Colric Pl,3.0,h,900000.0,S,Fletchers,2017-01-12 00:08:00,18.0,3095.0,3.0,2.0,2.0,812.0,Banyule City Council,-37.70577,145.1316,Eastern Metropolitan,2346.0,0,0.9545454545454546
Eltham,44 Silver St,3.0,h,925000.0,SA,Peter,2017-01-12 00:08:00,18.0,3095.0,3.0,1.0,2.0,1027.0,Banyule City Council,-37.71328,145.14098,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,17/1336 Main Rd,4.0,h,762000.0,S,Jellis,2017-01-12 00:08:00,18.0,3095.0,4.0,2.0,2.0,573.0,Banyule City Council,-37.70477,145.16552,Eastern Metropolitan,6990.0,0,1.0
Eltham,1248 Main Rd,3.0,h,1250000.0,S,Jellis,2018-01-03 00:03:00,18.0,3095.0,3.0,1.0,2.0,1323.0,Banyule City Council,-37.70463,145.1588,Eastern Metropolitan,6990.0,1,0.8636363636363636
Eltham,1/64 Pitt St,4.0,h,1340000.0,S,Buckingham,2018-01-24 00:02:00,18.0,3095.0,3.4011076619299123,4.5611281472887395,2.0,767.5999999999999,Banyule City Council,-37.8786281496402,144.8822011891454,Eastern Metropolitan,6990.0,1,0.5909090909090908
Eltham,16 Fay St,3.0,h,1285000.0,S,Morrison,2018-01-24 00:02:00,18.0,3095.0,3.0,2.0,2.0,992.9999999999999,Banyule City Council,-37.7146,145.14123999999998,Eastern Metropolitan,6990.0,0,1.0
Eltham,132 Franklin St,3.0,h,830000.0,VB,Morrison,2017-01-12 00:08:00,18.0,3095.0,3.0,2.0,1.0,817.0,Banyule City Council,-37.72276,145.15316,Eastern Metropolitan,6990.0,1,0.9545454545454546
Eltham,1/56 John St,4.0,h,870000.0,S,Jellis,2018-01-10 00:02:00,18.0,3095.0,4.504268023506095,3.1151372640059014,2.0,891.5999999999999,Banyule City Council,-37.90626879597672,145.00223476209842,Eastern Metropolitan,6990.0,1,0.6363636363636364
Research,21 Valley Rd,4.0,h,930000.0,S,Jellis,2018-01-24 00:02:00,18.0,3095.0,4.0,2.0,2.0,731.0,Nillumbik Shire Council,-37.70199,145.18138000000002,Eastern Metropolitan,938.0,0,1.0
Eltham,6 Crofton Ct,4.0,h,830000.0,S,Darren,2018-01-24 00:02:00,18.0,3095.0,4.0,2.0,2.0,800.0,Banyule City Council,-37.70434,145.172,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,44 John St,3.0,h,821000.0,S,Morrison,2018-01-10 00:02:00,18.0,3095.0,3.0,1.0,2.0,677.0,Banyule City Council,-37.72056,145.15035,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,90 Livingstone Rd,3.0,h,875000.0,SP,Buckingham,2018-01-03 00:02:00,18.0,3095.0,3.0,1.0,2.0,816.4,Banyule City Council,-37.71011,145.15931,Eastern Metropolitan,6990.0,1,0.8636363636363636
Research,116 Thompson Cr,4.0,h,1630000.0,S,Jellis,2017-01-18 00:11:00,18.0,3095.0,5.084931897818323,3.4603466890773427,2.0,803.7999999999998,Nillumbik Shire Council,-37.87788635637369,144.96538964091698,Eastern Metropolitan,938.0,1,0.6363636363636364
Eltham North,2 Murrindal Cl,3.0,h,925000.0,S,Jellis,2018-01-24 00:02:00,18.0,3095.0,3.0,2.0,4.0,748.0,Banyule City Council,-37.68973,145.14404,Eastern Metropolitan,2346.0,1,0.9090909090909091
Eltham North,21 Kelway Cr,3.0,h,881017.0,SP,Morrison,2017-01-03 00:09:00,18.0,3095.0,3.0,2.0,2.0,662.0,Banyule City Council,-37.70519,145.13315,Eastern Metropolitan,2346.0,1,0.8636363636363636
Eltham North,42 Parry Rd,3.0,h,967500.0,S,Morrison,2017-01-24 00:06:00,18.0,3095.0,3.0,1.0,2.0,768.0,Banyule City Council,-37.69031,145.14557,Eastern Metropolitan,2346.0,0,0.9545454545454546
Eltham,87 Silver St,3.0,h,842000.0,S,Morrison,2017-01-03 00:06:00,18.0,3095.0,3.0,1.0,1.0,960.0000000000001,Banyule City Council,-37.709,145.14131,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham North,205 Progress Rd,3.0,h,800000.0,SP,Morrison,2018-01-03 00:03:00,18.0,3095.0,3.0,2.0,2.0,752.0,Banyule City Council,-37.7019,145.14668,Eastern Metropolitan,2346.0,1,0.8636363636363636
Eltham,3/33 Luck St,2.0,u,728500.0,S,Barry,2018-01-03 00:03:00,18.0,3095.0,3.6449503414369944,1.4940701196679238,2.0,390.2000000000001,Banyule City Council,-37.79120787029981,144.95762685069502,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,7/28 Livingstone Rd,2.0,t,664000.0,S,Barry,2018-01-03 00:03:00,18.0,3095.0,1.5577300824848774,1.422756186841711,2.0,462.20000000000005,Banyule City Council,-37.74777435734594,145.2746962803983,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,18 Withers Wy,4.0,h,930000.0,SP,Buckingham,2017-01-25 00:11:00,18.0,3095.0,4.0,2.0,2.0,945.2,Banyule City Council,-37.7239,145.1391,Eastern Metropolitan,6990.0,0,0.9545454545454546
Eltham,37 Kalbar Rd,4.0,h,1135000.0,S,Buckingham,2018-01-03 00:03:00,18.0,3095.0,4.0,2.0,3.0,1046.0,Banyule City Council,-37.69823,145.17286,Eastern Metropolitan,6990.0,1,0.9545454545454546
Eltham,24 Jayson Av,3.0,h,1165000.0,S,Jellis,2018-01-03 00:03:00,18.0,3095.0,3.0,2.0,2.0,1960.0,Banyule City Council,-37.73401,145.13783999999998,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,45 Stanley Av,5.0,h,1500000.0,PI,Morrison,2017-01-25 00:11:00,18.0,3095.0,5.0,4.0,2.0,842.0,Banyule City Council,-37.7084,145.1563,Eastern Metropolitan,6990.0,0,0.9545454545454546
Eltham,9 Regina Ct,5.0,h,955000.0,PI,Buckingham,2017-01-25 00:11:00,18.0,3095.0,5.0,2.0,2.0,1082.0,Banyule City Council,-37.6956,145.1609,Eastern Metropolitan,6990.0,0,1.0
Eltham,4 Landscape Ct,4.0,h,1525000.0,S,Fletchers,2017-01-25 00:11:00,18.0,3095.0,3.2741179943586545,3.788696580971789,2.0,806.0000000000001,Banyule City Council,-38.0336148346912,144.7808905942709,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,1/1326 Main Rd,3.0,t,751000.0,SP,Nelson,2017-01-22 00:07:00,18.0,3095.0,3.0,2.0,2.0,247.0,Banyule City Council,-37.70318,145.16467,Eastern Metropolitan,6990.0,1,0.9545454545454546
Eltham North,91 Progress Rd,3.0,h,915000.0,S,Morrison,2017-01-14 00:10:00,18.0,3095.0,3.0,2.0,4.0,1150.0,Banyule City Council,-37.70086,145.13817,Eastern Metropolitan,2346.0,1,0.9090909090909091
Eltham,9 Dandallo Dr,4.0,h,985000.0,S,Fletchers,2017-01-25 00:11:00,18.0,3095.0,4.0,2.0,2.0,870.0000000000001,Banyule City Council,-37.6961,145.1543,Eastern Metropolitan,6990.0,0,1.0
Eltham,212 Bolton St,5.0,h,915000.0,S,Barry,2017-01-25 00:11:00,18.0,3095.0,5.0,1.0,2.0,967.0,Banyule City Council,-37.7247,145.1364,Eastern Metropolitan,6990.0,1,0.8636363636363636
Eltham,5/1250 Main Rd,2.0,u,628200.0,SP,Jellis,2017-01-09 00:12:00,18.0,3095.0,2.8946564867227726,1.361151826323531,2.0,462.20000000000005,Banyule City Council,-37.93934254911736,144.8159348205439,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,2 Cooinda Pl,4.0,h,1520000.0,S,Morrison,2017-01-09 00:12:00,18.0,3095.0,4.0,2.0,2.0,806.0000000000001,Banyule City Council,-37.72878,145.15928,Eastern Metropolitan,6990.0,1,0.8636363636363636
Eltham North,216 Progress Rd,4.0,h,890000.0,PI,Buckingham,2017-01-24 00:06:00,18.0,3095.0,4.0,2.0,2.0,786.0,Banyule City Council,-37.70257,145.14995,Eastern Metropolitan,2346.0,0,1.0
Eltham,69 Wycliffe Cr,4.0,h,930000.0,S,Morrison,2017-01-14 00:10:00,18.0,3095.0,4.0,2.0,2.0,945.2,Banyule City Council,-37.71437,145.16531,Eastern Metropolitan,6990.0,1,0.8636363636363636
Eltham,41 Meruka Dr,3.0,h,895000.0,S,Jellis,2017-01-14 00:10:00,18.0,3095.0,3.0,2.0,2.0,789.0,Banyule City Council,-37.7127,145.13797,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,2/56 John St,3.0,h,777500.0,S,Fletchers,2017-01-18 00:11:00,18.0,3095.0,2.193290305860754,1.6748443955391163,2.0,475.99999999999994,Banyule City Council,-37.765453961692224,144.8906729842211,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,6 Grove St,4.0,h,975000.0,S,Morrison,2017-01-03 00:06:00,18.0,3095.0,4.0,1.0,2.0,1005.0000000000001,Banyule City Council,-37.71119,145.15333,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,2/137 Bolton St,3.0,h,672200.0,SP,Buckingham,2018-01-24 00:02:00,18.0,3095.0,2.93401510494984,4.691159875534251,2.0,365.20000000000005,Banyule City Council,-37.638133907178926,144.99922887685563,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,6 Lamorna Ct,5.0,h,1020000.0,S,Jellis,2017-01-21 00:10:00,18.0,3095.0,3.780149796480754,4.306475217332005,2.0,832.8000000000001,Banyule City Council,-37.70591727477211,145.139138176629,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham North,52 Banks Rd,3.0,h,901000.0,S,Barry,2017-01-19 00:08:00,18.0,3095.0,3.0,1.0,1.0,648.4000000000001,Banyule City Council,-37.696290000000005,145.14707,Eastern Metropolitan,2346.0,1,0.8636363636363636
Eltham,134 Pitt St,3.0,h,860000.0,S,Nelson,2017-01-07 00:10:00,18.0,3095.0,3.0,2.0,2.0,794.0,Banyule City Council,-37.72185,145.15299,Eastern Metropolitan,6990.0,0,1.0
Eltham,17 Onkara Ct,4.0,h,960000.0,PI,Buckingham,2017-01-07 00:10:00,18.0,3095.0,4.0,2.0,4.0,980.0,Banyule City Council,-37.70946,145.17113,Eastern Metropolitan,6990.0,0,0.9545454545454546
Eltham,66 Valonia Dr,4.0,h,861000.0,S,Morrison,2017-01-17 00:06:00,18.0,3095.0,4.0,2.0,2.0,781.0,Banyule City Council,-37.71021,145.16651000000002,Eastern Metropolitan,6990.0,1,0.9545454545454546
Eltham,88 Bible St,4.0,h,1200000.0,S,Flannagan,2018-01-24 00:02:00,18.0,3095.0,4.0,2.0,1.0,844.0,Banyule City Council,-37.71696,145.15161,Eastern Metropolitan,6990.0,1,0.8636363636363636
Research,2/24 Raglan Rd,2.0,u,650000.0,S,Barry,2018-01-17 00:02:00,18.0,3095.0,3.4742717316104788,2.6888880138931497,2.0,759.5999999999999,Nillumbik Shire Council,-37.84993369326155,144.88406983554984,Eastern Metropolitan,938.0,1,0.6363636363636364
Eltham,8 The Eyrie,4.0,h,810000.0,S,Mason,2017-01-17 00:06:00,18.0,3095.0,4.0,2.0,2.0,838.0,Banyule City Council,-37.69568,145.15787,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,2/1232 Main Rd,3.0,t,755000.0,S,Morrison,2017-01-17 00:06:00,18.0,3095.0,3.0,2.0,2.0,214.0,Banyule City Council,-37.70479,145.1573,Eastern Metropolitan,6990.0,1,0.9090909090909091
Eltham,8 Catherine Ct,4.0,h,1275000.0,S,Morrison,2018-01-17 00:03:00,18.0,3095.0,4.0,2.0,2.0,833.0,Banyule City Council,-37.71226,145.15735,Eastern Metropolitan,6990.0,1,0.8636363636363636
Eltham,2/41 Luck St,2.0,u,635000.0,S,Morrison,2018-01-17 00:03:00,18.0,3095.0,1.839344568010136,1.0815017292543065,2.0,462.20000000000005,Banyule City Council,-37.73186063059854,145.11424397207853,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham North,3 Michael Ct,6.0,h,1115000.0,S,Barry,2017-01-19 00:08:00,18.0,3095.0,6.0,3.0,4.0,966.0000000000001,Banyule City Council,-37.68927,145.1491,Eastern Metropolitan,2346.0,0,0.9545454545454546
Eltham North,15 Marian Ct,4.0,h,950000.0,PI,Buckingham,2017-01-09 00:09:00,18.0,3095.0,4.0,2.0,2.0,651.0,Banyule City Council,-37.68739,145.14437,Eastern Metropolitan,2346.0,0,1.0
Eltham,38 Meruka Dr,4.0,h,1054000.0,S,Barry,2017-01-15 00:07:00,18.0,3095.0,4.0,3.0,2.0,791.0,Banyule City Council,-37.71296,145.13773,Eastern Metropolitan,6990.0,0,1.0
Eltham,1/8 Taylor St,3.0,u,1026000.0,S,Morrison,2017-01-11 00:11:00,18.0,3095.0,3.5291553175986152,2.3385546737531953,2.0,828.4,Banyule City Council,-37.725223723671135,145.16150676537393,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,4 Lyons Ri,5.0,h,1000000.0,SP,Jellis,2017-01-11 00:11:00,18.0,3095.0,5.280374841863081,3.0480927727937224,2.0,832.8,Banyule City Council,-37.7387032803931,144.86035541095885,Eastern Metropolitan,6990.0,1,0.6363636363636364
Eltham,2/1 Helene St,3.0,u,721000.0,PI,Jellis,2017-01-11 00:11:00,18.0,3095.0,3.081449657798795,2.8624309421989267,2.0,365.20000000000005,Banyule City Council,-37.909854546559394,144.9496436247494,Eastern Metropolitan,6990.0,1,0.6363636363636364
